i,price,dP,A,D,S,prevA,prevD,prevS,split
1316,30,1,1,1,1,1,-1,6,train
1317,28,-2,1,-1,2,1,1,1,train
1318,28,0,0,0,0,1,-1,2,train
1319,29,1,1,1,1,0,0,0,train
1320,30,1,1,1,1,1,1,1,train
1321,32,2,1,1,2,1,1,1,train
1322,31,-1,1,-1,1,1,1,2,train
1323,31,0,0,0,0,1,-1,1,train
1324,32,1,1,1,1,0,0,0,train
1325,34,2,1,1,2,1,1,1,train
1326,35,1,1,1,1,1,1,2,train
1327,35,0,0,0,0,1,1,1,train
1328,35,0,0,0,0,0,0,0,train
1329,35,0,0,0,0,0,0,0,train
1330,33,-2,1,-1,2,0,0,0,train
1331,35,2,1,1,2,1,-1,2,train
1332,34,-1,1,-1,1,1,1,2,train
1333,35,1,1,1,1,1,-1,1,train
1334,35,0,0,0,0,1,1,1,train
1335,36,1,1,1,1,0,0,0,train
1336,35,-1,1,-1,1,1,1,1,train
1337,39,4,1,1,4,1,-1,1,train
1338,38,-1,1,-1,1,1,1,4,train
1339,39,1,1,1,1,1,-1,1,train
1340,41,2,1,1,2,1,1,1,train
1341,41,0,0,0,0,1,1,2,train
1342,41,0,0,0,0,0,0,0,train
1343,36,-5,1,-1,5,0,0,0,train
1344,38,2,1,1,2,1,-1,5,train
1345,36,-2,1,-1,2,1,1,2,train
1346,37,1,1,1,1,1,-1,2,train
1347,36,-1,1,-1,1,1,1,1,train
1348,35,-1,1,-1,1,1,-1,1,train
1349,35,0,0,0,0,1,-1,1,train
1350,36,1,1,1,1,0,0,0,train
1351,34,-2,1,-1,2,1,1,1,train
1352,34,0,0,0,0,1,-1,2,train
1353,34,0,0,0,0,0,0,0,train
1354,34,0,0,0,0,0,0,0,train
1355,33,-1,1,-1,1,0,0,0,train
1356,33,0,0,0,0,1,-1,1,train
1357,35,2,1,1,2,0,0,0,train
1358,39,4,1,1,4,1,1,2,train
1359,40,1,1,1,1,1,1,4,train
1360,37,-3,1,-1,3,1,1,1,train
1361,37,0,0,0,0,1,-1,3,train
1362,37,0,0,0,0,0,0,0,train
1363,37,0,0,0,0,0,0,0,train
1364,36,-1,1,-1,1,0,0,0,train
1365,33,-3,1,-1,3,1,-1,1,train
1366,34,1,1,1,1,1,-1,3,train
1367,35,1,1,1,1,1,1,1,train
1368,34,-1,1,-1,1,1,1,1,train
1369,32,-2,1,-1,2,1,-1,1,train
1370,32,0,0,0,0,1,-1,2,train
1371,30,-2,1,-1,2,0,0,0,train
1372,31,1,1,1,1,1,-1,2,train
1373,30,-1,1,-1,1,1,1,1,train
1374,31,1,1,1,1,1,-1,1,train
1375,30,-1,1,-1,1,1,1,1,train
1376,31,1,1,1,1,1,-1,1,train
1377,32,1,1,1,1,1,1,1,train
1378,32,0,0,0,0,1,1,1,train
1379,32,0,0,0,0,0,0,0,train
1380,33,1,1,1,1,0,0,0,train
1381,33,0,0,0,0,1,1,1,train
1382,33,0,0,0,0,0,0,0,train
1383,34,1,1,1,1,0,0,0,train
1384,34,0,0,0,0,1,1,1,train
1385,34,0,0,0,0,0,0,0,train
1386,33,-1,1,-1,1,0,0,0,train
1387,32,-1,1,-1,1,1,-1,1,train
1388,33,1,1,1,1,1,-1,1,train
1389,33,0,0,0,0,1,1,1,train
1390,32,-1,1,-1,1,0,0,0,train
1391,33,1,1,1,1,1,-1,1,train
1392,32,-1,1,-1,1,1,1,1,train
1393,33,1,1,1,1,1,-1,1,train
1394,33,0,0,0,0,1,1,1,train
1395,33,0,0,0,0,0,0,0,train
1396,31,-2,1,-1,2,0,0,0,train
1397,31,0,0,0,0,1,-1,2,train
1398,32,1,1,1,1,0,0,0,train
1399,32,0,0,0,0,1,1,1,train
1400,32,0,0,0,0,0,0,0,train
1401,34,2,1,1,2,0,0,0,train
1402,34,0,0,0,0,1,1,2,train
1403,33,-1,1,-1,1,0,0,0,train
1404,35,2,1,1,2,1,-1,1,train
1405,35,0,0,0,0,1,1,2,train
1406,36,1,1,1,1,0,0,0,train
1407,37,1,1,1,1,1,1,1,train
1408,38,1,1,1,1,1,1,1,train
1409,38,0,0,0,0,1,1,1,train
1410,35,-3,1,-1,3,0,0,0,train
1411,36,1,1,1,1,1,-1,3,train
1412,35,-1,1,-1,1,1,1,1,train
1413,36,1,1,1,1,1,-1,1,train
1414,37,1,1,1,1,1,1,1,train
1415,37,0,0,0,0,1,1,1,train
1416,36,-1,1,-1,1,0,0,0,train
1417,35,-1,1,-1,1,1,-1,1,train
1418,33,-2,1,-1,2,1,-1,1,train
1419,34,1,1,1,1,1,-1,2,train
1420,35,1,1,1,1,1,1,1,train
1421,35,0,0,0,0,1,1,1,train
1422,36,1,1,1,1,0,0,0,train
1423,33,-3,1,-1,3,1,1,1,train
1424,34,1,1,1,1,1,-1,3,train
1425,31,-3,1,-1,3,1,1,1,train
1426,36,5,1,1,5,1,-1,3,train
1427,35,-1,1,-1,1,1,1,5,train
1428,34,-1,1,-1,1,1,-1,1,train
1429,35,1,1,1,1,1,-1,1,train
1430,37,2,1,1,2,1,1,1,train
1431,36,-1,1,-1,1,1,1,2,train
1432,37,1,1,1,1,1,-1,1,train
1433,38,1,1,1,1,1,1,1,train
1434,44,6,1,1,6,1,1,1,train
1435,44,0,0,0,0,1,1,6,train
1436,44,0,0,0,0,0,0,0,train
1437,44,0,0,0,0,0,0,0,train
1438,44,0,0,0,0,0,0,0,train
1439,43,-1,1,-1,1,0,0,0,train
1440,44,1,1,1,1,1,-1,1,train
1441,43,-1,1,-1,1,1,1,1,train
1442,44,1,1,1,1,1,-1,1,train
1443,44,0,0,0,0,1,1,1,train
1444,44,0,0,0,0,0,0,0,train
1445,45,1,1,1,1,0,0,0,train
1446,43,-2,1,-1,2,1,1,1,train
1447,44,1,1,1,1,1,-1,2,train
1448,42,-2,1,-1,2,1,1,1,train
1449,41,-1,1,-1,1,1,-1,2,train
1450,42,1,1,1,1,1,-1,1,train
1451,40,-2,1,-1,2,1,1,1,train
1452,42,2,1,1,2,1,-1,2,train
1453,41,-1,1,-1,1,1,1,2,train
1454,38,-3,1,-1,3,1,-1,1,train
1455,40,2,1,1,2,1,-1,3,train
1456,40,0,0,0,0,1,1,2,train
1457,39,-1,1,-1,1,0,0,0,train
1458,40,1,1,1,1,1,-1,1,train
1459,40,0,0,0,0,1,1,1,train
1460,41,1,1,1,1,0,0,0,train
1461,42,1,1,1,1,1,1,1,train
1462,44,2,1,1,2,1,1,1,train
1463,42,-2,1,-1,2,1,1,2,train
1464,45,3,1,1,3,1,-1,2,train
1465,44,-1,1,-1,1,1,1,3,train
1466,46,2,1,1,2,1,-1,1,train
1467,44,-2,1,-1,2,1,1,2,train
1468,45,1,1,1,1,1,-1,2,train
1469,44,-1,1,-1,1,1,1,1,train
1470,43,-1,1,-1,1,1,-1,1,train
1471,44,1,1,1,1,1,-1,1,train
1472,43,-1,1,-1,1,1,1,1,train
1473,44,1,1,1,1,1,-1,1,train
1474,42,-2,1,-1,2,1,1,1,train
1475,41,-1,1,-1,1,1,-1,2,train
1476,41,0,0,0,0,1,-1,1,train
1477,42,1,1,1,1,0,0,0,train
1478,41,-1,1,-1,1,1,1,1,train
1479,43,2,1,1,2,1,-1,1,train
1480,43,0,0,0,0,1,1,2,train
1481,44,1,1,1,1,0,0,0,train
1482,44,0,0,0,0,1,1,1,train
1483,44,0,0,0,0,0,0,0,train
1484,43,-1,1,-1,1,0,0,0,train
1485,44,1,1,1,1,1,-1,1,train
1486,41,-3,1,-1,3,1,1,1,train
1487,39,-2,1,-1,2,1,-1,3,train
1488,38,-1,1,-1,1,1,-1,2,train
1489,39,1,1,1,1,1,-1,1,train
1490,39,0,0,0,0,1,1,1,train
1491,40,1,1,1,1,0,0,0,train
1492,39,-1,1,-1,1,1,1,1,train
1493,39,0,0,0,0,1,-1,1,train
1494,39,0,0,0,0,0,0,0,train
1495,39,0,0,0,0,0,0,0,train
1496,38,-1,1,-1,1,0,0,0,train
1497,36,-2,1,-1,2,1,-1,1,train
1498,35,-1,1,-1,1,1,-1,2,train
1499,34,-1,1,-1,1,1,-1,1,train
1500,34,0,0,0,0,1,-1,1,train
1501,34,0,0,0,0,0,0,0,train
1502,34,0,0,0,0,0,0,0,train
1503,34,0,0,0,0,0,0,0,train
1504,34,0,0,0,0,0,0,0,train
1505,33,-1,1,-1,1,0,0,0,train
1506,33,0,0,0,0,1,-1,1,train
1507,35,2,1,1,2,0,0,0,train
1508,33,-2,1,-1,2,1,1,2,train
1509,34,1,1,1,1,1,-1,2,train
1510,35,1,1,1,1,1,1,1,train
1511,34,-1,1,-1,1,1,1,1,train
1512,35,1,1,1,1,1,-1,1,train
1513,34,-1,1,-1,1,1,1,1,train
1514,35,1,1,1,1,1,-1,1,train
1515,35,0,0,0,0,1,1,1,train
1516,35,0,0,0,0,0,0,0,train
1517,35,0,0,0,0,0,0,0,train
1518,36,1,1,1,1,0,0,0,train
1519,34,-2,1,-1,2,1,1,1,train
1520,33,-1,1,-1,1,1,-1,2,train
1521,31,-2,1,-1,2,1,-1,1,train
1522,32,1,1,1,1,1,-1,2,train
1523,31,-1,1,-1,1,1,1,1,train
1524,32,1,1,1,1,1,-1,1,train
1525,32,0,0,0,0,1,1,1,train
1526,33,1,1,1,1,0,0,0,train
1527,33,0,0,0,0,1,1,1,train
1528,33,0,0,0,0,0,0,0,train
1529,33,0,0,0,0,0,0,0,train
1530,34,1,1,1,1,0,0,0,train
1531,33,-1,1,-1,1,1,1,1,train
1532,34,1,1,1,1,1,-1,1,train
1533,31,-3,1,-1,3,1,1,1,train
1534,31,0,0,0,0,1,-1,3,train
1535,31,0,0,0,0,0,0,0,train
1536,31,0,0,0,0,0,0,0,train
1537,31,0,0,0,0,0,0,0,train
1538,31,0,0,0,0,0,0,0,train
1539,32,1,1,1,1,0,0,0,train
1540,34,2,1,1,2,1,1,1,train
1541,32,-2,1,-1,2,1,1,2,train
1542,31,-1,1,-1,1,1,-1,2,train
1543,31,0,0,0,0,1,-1,1,train
1544,31,0,0,0,0,0,0,0,train
1545,32,1,1,1,1,0,0,0,train
1546,38,6,1,1,6,1,1,1,train
1547,37,-1,1,-1,1,1,1,6,train
1548,37,0,0,0,0,1,-1,1,train
1549,38,1,1,1,1,0,0,0,train
1550,37,-1,1,-1,1,1,1,1,train
1551,38,1,1,1,1,1,-1,1,train
1552,39,1,1,1,1,1,1,1,train
1553,42,3,1,1,3,1,1,1,train
1554,41,-1,1,-1,1,1,1,3,train
1555,42,1,1,1,1,1,-1,1,train
1556,41,-1,1,-1,1,1,1,1,train
1557,41,0,0,0,0,1,-1,1,train
1558,42,1,1,1,1,0,0,0,train
1559,41,-1,1,-1,1,1,1,1,train
1560,42,1,1,1,1,1,-1,1,train
1561,42,0,0,0,0,1,1,1,train
1562,41,-1,1,-1,1,0,0,0,train
1563,41,0,0,0,0,1,-1,1,train
1564,43,2,1,1,2,0,0,0,train
1565,37,-6,1,-1,6,1,1,2,train
1566,39,2,1,1,2,1,-1,6,train
1567,39,0,0,0,0,1,1,2,train
1568,39,0,0,0,0,0,0,0,train
1569,40,1,1,1,1,0,0,0,train
1570,39,-1,1,-1,1,1,1,1,train
1571,40,1,1,1,1,1,-1,1,train
1572,40,0,0,0,0,1,1,1,train
1573,38,-2,1,-1,2,0,0,0,train
1574,38,0,0,0,0,1,-1,2,train
1575,37,-1,1,-1,1,0,0,0,train
1576,37,0,0,0,0,1,-1,1,train
1577,36,-1,1,-1,1,0,0,0,train
1578,37,1,1,1,1,1,-1,1,train
1579,38,1,1,1,1,1,1,1,train
1580,34,-4,1,-1,4,1,1,1,train
1581,35,1,1,1,1,1,-1,4,train
1582,34,-1,1,-1,1,1,1,1,train
1583,35,1,1,1,1,1,-1,1,train
1584,35,0,0,0,0,1,1,1,train
1585,35,0,0,0,0,0,0,0,train
1586,38,3,1,1,3,0,0,0,train
1587,35,-3,1,-1,3,1,1,3,train
1588,34,-1,1,-1,1,1,-1,3,train
1589,35,1,1,1,1,1,-1,1,train
1590,36,1,1,1,1,1,1,1,train
1591,35,-1,1,-1,1,1,1,1,train
1592,32,-3,1,-1,3,1,-1,1,train
1593,34,2,1,1,2,1,-1,3,train
1594,34,0,0,0,0,1,1,2,train
1595,33,-1,1,-1,1,0,0,0,train
1596,31,-2,1,-1,2,1,-1,1,train
1597,31,0,0,0,0,1,-1,2,train
1598,32,1,1,1,1,0,0,0,train
1599,33,1,1,1,1,1,1,1,train
1600,32,-1,1,-1,1,1,1,1,train
1601,33,1,1,1,1,1,-1,1,train
1602,33,0,0,0,0,1,1,1,train
1603,30,-3,1,-1,3,0,0,0,train
1604,32,2,1,1,2,1,-1,3,train
1605,29,-3,1,-1,3,1,1,2,train
1606,29,0,0,0,0,1,-1,3,train
1607,31,2,1,1,2,0,0,0,train
1608,32,1,1,1,1,1,1,2,train
1609,31,-1,1,-1,1,1,1,1,train
1610,34,3,1,1,3,1,-1,1,train
1611,35,1,1,1,1,1,1,3,train
1612,32,-3,1,-1,3,1,1,1,train
1613,33,1,1,1,1,1,-1,3,train
1614,34,1,1,1,1,1,1,1,train
1615,33,-1,1,-1,1,1,1,1,train
1616,34,1,1,1,1,1,-1,1,train
1617,35,1,1,1,1,1,1,1,train
1618,32,-3,1,-1,3,1,1,1,train
1619,34,2,1,1,2,1,-1,3,train
1620,35,1,1,1,1,1,1,2,train
1621,34,-1,1,-1,1,1,1,1,train
1622,35,1,1,1,1,1,-1,1,train
1623,34,-1,1,-1,1,1,1,1,train
1624,36,2,1,1,2,1,-1,1,train
1625,37,1,1,1,1,1,1,2,train
1626,37,0,0,0,0,1,1,1,train
1627,37,0,0,0,0,0,0,0,train
1628,37,0,0,0,0,0,0,0,train
1629,37,0,0,0,0,0,0,0,train
1630,38,1,1,1,1,0,0,0,train
1631,37,-1,1,-1,1,1,1,1,train
1632,37,0,0,0,0,1,-1,1,train
1633,38,1,1,1,1,0,0,0,train
1634,38,0,0,0,0,1,1,1,train
1635,38,0,0,0,0,0,0,0,train
1636,35,-3,1,-1,3,0,0,0,train
1637,35,0,0,0,0,1,-1,3,train
1638,35,0,0,0,0,0,0,0,train
1639,34,-1,1,-1,1,0,0,0,train
1640,36,2,1,1,2,1,-1,1,train
1641,36,0,0,0,0,1,1,2,train
1642,35,-1,1,-1,1,0,0,0,train
1643,37,2,1,1,2,1,-1,1,train
1644,38,1,1,1,1,1,1,2,train
1645,35,-3,1,-1,3,1,1,1,train
1646,33,-2,1,-1,2,1,-1,3,train
1647,33,0,0,0,0,1,-1,2,train
1648,34,1,1,1,1,0,0,0,train
1649,32,-2,1,-1,2,1,1,1,train
1650,33,1,1,1,1,1,-1,2,train
1651,33,0,0,0,0,1,1,1,train
1652,34,1,1,1,1,0,0,0,train
1653,35,1,1,1,1,1,1,1,train
1654,34,-1,1,-1,1,1,1,1,train
1655,33,-1,1,-1,1,1,-1,1,train
1656,34,1,1,1,1,1,-1,1,train
1657,34,0,0,0,0,1,1,1,train
1658,35,1,1,1,1,0,0,0,train
1659,34,-1,1,-1,1,1,1,1,train
1660,32,-2,1,-1,2,1,-1,1,train
1661,33,1,1,1,1,1,-1,2,train
1662,33,0,0,0,0,1,1,1,train
1663,33,0,0,0,0,0,0,0,train
1664,33,0,0,0,0,0,0,0,train
1665,33,0,0,0,0,0,0,0,train
1666,34,1,1,1,1,0,0,0,train
1667,34,0,0,0,0,1,1,1,train
1668,34,0,0,0,0,0,0,0,train
1669,36,2,1,1,2,0,0,0,train
1670,36,0,0,0,0,1,1,2,train
1671,36,0,0,0,0,0,0,0,train
1672,34,-2,1,-1,2,0,0,0,train
1673,37,3,1,1,3,1,-1,2,train
1674,37,0,0,0,0,1,1,3,train
1675,37,0,0,0,0,0,0,0,train
1676,39,2,1,1,2,0,0,0,train
1677,40,1,1,1,1,1,1,2,train
1678,40,0,0,0,0,1,1,1,train
1679,40,0,0,0,0,0,0,0,train
1680,40,0,0,0,0,0,0,0,train
1681,38,-2,1,-1,2,0,0,0,train
1682,44,6,1,1,6,1,-1,2,train
1683,42,-2,1,-1,2,1,1,6,train
1684,44,2,1,1,2,1,-1,2,train
1685,43,-1,1,-1,1,1,1,2,train
1686,42,-1,1,-1,1,1,-1,1,train
1687,41,-1,1,-1,1,1,-1,1,train
1688,44,3,1,1,3,1,-1,1,train
1689,39,-5,1,-1,5,1,1,3,train
1690,40,1,1,1,1,1,-1,5,train
1691,38,-2,1,-1,2,1,1,1,train
1692,39,1,1,1,1,1,-1,2,train
1693,40,1,1,1,1,1,1,1,train
1694,40,0,0,0,0,1,1,1,train
1695,41,1,1,1,1,0,0,0,train
1696,41,0,0,0,0,1,1,1,train
1697,40,-1,1,-1,1,0,0,0,train
1698,39,-1,1,-1,1,1,-1,1,train
1699,38,-1,1,-1,1,1,-1,1,train
1700,39,1,1,1,1,1,-1,1,train
1701,39,0,0,0,0,1,1,1,train
1702,37,-2,1,-1,2,0,0,0,train
1703,37,0,0,0,0,1,-1,2,train
1704,37,0,0,0,0,0,0,0,train
1705,37,0,0,0,0,0,0,0,train
1706,37,0,0,0,0,0,0,0,train
1707,38,1,1,1,1,0,0,0,train
1708,37,-1,1,-1,1,1,1,1,train
1709,37,0,0,0,0,1,-1,1,train
1710,36,-1,1,-1,1,0,0,0,train
1711,34,-2,1,-1,2,1,-1,1,train
1712,34,0,0,0,0,1,-1,2,train
1713,34,0,0,0,0,0,0,0,train
1714,33,-1,1,-1,1,0,0,0,train
1715,34,1,1,1,1,1,-1,1,train
1716,33,-1,1,-1,1,1,1,1,train
1717,33,0,0,0,0,1,-1,1,train
1718,34,1,1,1,1,0,0,0,train
1719,35,1,1,1,1,1,1,1,train
1720,37,2,1,1,2,1,1,1,train
1721,35,-2,1,-1,2,1,1,2,train
1722,36,1,1,1,1,1,-1,2,train
1723,39,3,1,1,3,1,1,1,train
1724,38,-1,1,-1,1,1,1,3,train
1725,39,1,1,1,1,1,-1,1,train
1726,39,0,0,0,0,1,1,1,train
1727,40,1,1,1,1,0,0,0,train
1728,37,-3,1,-1,3,1,1,1,train
1729,37,0,0,0,0,1,-1,3,train
1730,39,2,1,1,2,0,0,0,train
1731,38,-1,1,-1,1,1,1,2,train
1732,37,-1,1,-1,1,1,-1,1,train
1733,37,0,0,0,0,1,-1,1,train
1734,38,1,1,1,1,0,0,0,train
1735,37,-1,1,-1,1,1,1,1,train
1736,36,-1,1,-1,1,1,-1,1,train
1737,38,2,1,1,2,1,-1,1,train
1738,39,1,1,1,1,1,1,2,train
1739,38,-1,1,-1,1,1,1,1,train
1740,38,0,0,0,0,1,-1,1,train
1741,39,1,1,1,1,0,0,0,train
1742,38,-1,1,-1,1,1,1,1,train
1743,39,1,1,1,1,1,-1,1,train
1744,39,0,0,0,0,1,1,1,train
1745,42,3,1,1,3,0,0,0,train
1746,42,0,0,0,0,1,1,3,train
1747,41,-1,1,-1,1,0,0,0,train
1748,39,-2,1,-1,2,1,-1,1,train
1749,40,1,1,1,1,1,-1,2,train
1750,39,-1,1,-1,1,1,1,1,train
1751,40,1,1,1,1,1,-1,1,train
1752,39,-1,1,-1,1,1,1,1,train
1753,40,1,1,1,1,1,-1,1,train
1754,39,-1,1,-1,1,1,1,1,train
1755,38,-1,1,-1,1,1,-1,1,train
1756,39,1,1,1,1,1,-1,1,train
1757,39,0,0,0,0,1,1,1,train
1758,40,1,1,1,1,0,0,0,train
1759,40,0,0,0,0,1,1,1,train
1760,39,-1,1,-1,1,0,0,0,train
1761,38,-1,1,-1,1,1,-1,1,train
1762,40,2,1,1,2,1,-1,1,train
1763,44,4,1,1,4,1,1,2,train
1764,42,-2,1,-1,2,1,1,4,train
1765,43,1,1,1,1,1,-1,2,train
1766,39,-4,1,-1,4,1,1,1,train
1767,40,1,1,1,1,1,-1,4,train
1768,38,-2,1,-1,2,1,1,1,train
1769,39,1,1,1,1,1,-1,2,train
1770,38,-1,1,-1,1,1,1,1,train
1771,39,1,1,1,1,1,-1,1,train
1772,36,-3,1,-1,3,1,1,1,train
1773,37,1,1,1,1,1,-1,3,train
1774,35,-2,1,-1,2,1,1,1,train
1775,34,-1,1,-1,1,1,-1,2,train
1776,35,1,1,1,1,1,-1,1,train
1777,34,-1,1,-1,1,1,1,1,train
1778,35,1,1,1,1,1,-1,1,train
1779,34,-1,1,-1,1,1,1,1,train
1780,32,-2,1,-1,2,1,-1,1,train
1781,33,1,1,1,1,1,-1,2,train
1782,32,-1,1,-1,1,1,1,1,train
1783,33,1,1,1,1,1,-1,1,train
1784,34,1,1,1,1,1,1,1,train
1785,32,-2,1,-1,2,1,1,1,train
1786,33,1,1,1,1,1,-1,2,train
1787,34,1,1,1,1,1,1,1,train
1788,33,-1,1,-1,1,1,1,1,train
1789,34,1,1,1,1,1,-1,1,train
1790,32,-2,1,-1,2,1,1,1,train
1791,31,-1,1,-1,1,1,-1,2,train
1792,32,1,1,1,1,1,-1,1,train
1793,31,-1,1,-1,1,1,1,1,train
1794,31,0,0,0,0,1,-1,1,train
1795,31,0,0,0,0,0,0,0,train
1796,31,0,0,0,0,0,0,0,train
1797,31,0,0,0,0,0,0,0,train
1798,31,0,0,0,0,0,0,0,train
1799,30,-1,1,-1,1,0,0,0,train
1800,30,0,0,0,0,1,-1,1,train
1801,28,-2,1,-1,2,0,0,0,train
1802,27,-1,1,-1,1,1,-1,2,train
1803,28,1,1,1,1,1,-1,1,train
1804,29,1,1,1,1,1,1,1,train
1805,29,0,0,0,0,1,1,1,train
1806,29,0,0,0,0,0,0,0,train
1807,30,1,1,1,1,0,0,0,train
1808,30,0,0,0,0,1,1,1,train
1809,30,0,0,0,0,0,0,0,train
1810,32,2,1,1,2,0,0,0,train
1811,32,0,0,0,0,1,1,2,train
1812,31,-1,1,-1,1,0,0,0,train
1813,30,-1,1,-1,1,1,-1,1,train
1814,28,-2,1,-1,2,1,-1,1,train
1815,30,2,1,1,2,1,-1,2,train
1816,28,-2,1,-1,2,1,1,2,train
1817,30,2,1,1,2,1,-1,2,train
1818,30,0,0,0,0,1,1,2,train
1819,32,2,1,1,2,0,0,0,train
1820,35,3,1,1,3,1,1,2,train
1821,35,0,0,0,0,1,1,3,train
1822,35,0,0,0,0,0,0,0,train
1823,35,0,0,0,0,0,0,0,train
1824,34,-1,1,-1,1,0,0,0,train
1825,32,-2,1,-1,2,1,-1,1,train
1826,32,0,0,0,0,1,-1,2,train
1827,31,-1,1,-1,1,0,0,0,train
1828,30,-1,1,-1,1,1,-1,1,train
1829,32,2,1,1,2,1,-1,1,train
1830,32,0,0,0,0,1,1,2,train
1831,32,0,0,0,0,0,0,0,train
1832,35,3,1,1,3,0,0,0,train
1833,35,0,0,0,0,1,1,3,train
1834,35,0,0,0,0,0,0,0,train
1835,37,2,1,1,2,0,0,0,train
1836,37,0,0,0,0,1,1,2,train
1837,36,-1,1,-1,1,0,0,0,train
1838,37,1,1,1,1,1,-1,1,train
1839,35,-2,1,-1,2,1,1,1,train
1840,35,0,0,0,0,1,-1,2,train
1841,36,1,1,1,1,0,0,0,train
1842,34,-2,1,-1,2,1,1,1,train
1843,34,0,0,0,0,1,-1,2,train
1844,34,0,0,0,0,0,0,0,train
1845,33,-1,1,-1,1,0,0,0,train
1846,32,-1,1,-1,1,1,-1,1,train
1847,32,0,0,0,0,1,-1,1,train
1848,27,-5,1,-1,5,0,0,0,train
1849,26,-1,1,-1,1,1,-1,5,train
1850,26,0,0,0,0,1,-1,1,train
1851,26,0,0,0,0,0,0,0,train
1852,26,0,0,0,0,0,0,0,train
1853,26,0,0,0,0,0,0,0,train
1854,24,-2,1,-1,2,0,0,0,train
1855,26,2,1,1,2,1,-1,2,train
1856,23,-3,1,-1,3,1,1,2,train
1857,24,1,1,1,1,1,-1,3,train
1858,23,-1,1,-1,1,1,1,1,train
1859,21,-2,1,-1,2,1,-1,1,train
1860,21,0,0,0,0,1,-1,2,train
1861,20,-1,1,-1,1,0,0,0,train
1862,22,2,1,1,2,1,-1,1,train
1863,21,-1,1,-1,1,1,1,2,train
1864,22,1,1,1,1,1,-1,1,train
1865,20,-2,1,-1,2,1,1,1,train
1866,21,1,1,1,1,1,-1,2,train
1867,22,1,1,1,1,1,1,1,train
1868,22,0,0,0,0,1,1,1,train
1869,22,0,0,0,0,0,0,0,train
1870,23,1,1,1,1,0,0,0,train
1871,25,2,1,1,2,1,1,1,train
1872,24,-1,1,-1,1,1,1,2,train
1873,25,1,1,1,1,1,-1,1,train
1874,22,-3,1,-1,3,1,1,1,train
1875,22,0,0,0,0,1,-1,3,train
1876,24,2,1,1,2,0,0,0,train
1877,24,0,0,0,0,1,1,2,train
1878,24,0,0,0,0,0,0,0,train
1879,25,1,1,1,1,0,0,0,train
1880,25,0,0,0,0,1,1,1,train
1881,25,0,0,0,0,0,0,0,train
1882,24,-1,1,-1,1,0,0,0,train
1883,25,1,1,1,1,1,-1,1,train
1884,25,0,0,0,0,1,1,1,train
1885,25,0,0,0,0,0,0,0,train
1886,23,-2,1,-1,2,0,0,0,train
1887,24,1,1,1,1,1,-1,2,train
1888,25,1,1,1,1,1,1,1,train
1889,24,-1,1,-1,1,1,1,1,train
1890,23,-1,1,-1,1,1,-1,1,train
1891,25,2,1,1,2,1,-1,1,train
1892,25,0,0,0,0,1,1,2,train
1893,26,1,1,1,1,0,0,0,train
1894,25,-1,1,-1,1,1,1,1,train
1895,25,0,0,0,0,1,-1,1,train
1896,25,0,0,0,0,0,0,0,train
1897,24,-1,1,-1,1,0,0,0,train
1898,24,0,0,0,0,1,-1,1,train
1899,23,-1,1,-1,1,0,0,0,train
1900,22,-1,1,-1,1,1,-1,1,train
1901,21,-1,1,-1,1,1,-1,1,train
1902,21,0,0,0,0,1,-1,1,train
1903,21,0,0,0,0,0,0,0,train
1904,21,0,0,0,0,0,0,0,train
1905,24,3,1,1,3,0,0,0,train
1906,23,-1,1,-1,1,1,1,3,train
1907,25,2,1,1,2,1,-1,1,train
1908,25,0,0,0,0,1,1,2,train
1909,25,0,0,0,0,0,0,0,train
1910,26,1,1,1,1,0,0,0,train
1911,26,0,0,0,0,1,1,1,train
1912,25,-1,1,-1,1,0,0,0,train
1913,25,0,0,0,0,1,-1,1,train
1914,25,0,0,0,0,0,0,0,train
1915,25,0,0,0,0,0,0,0,train
1916,24,-1,1,-1,1,0,0,0,train
1917,25,1,1,1,1,1,-1,1,train
1918,26,1,1,1,1,1,1,1,train
1919,24,-2,1,-1,2,1,1,1,train
1920,26,2,1,1,2,1,-1,2,train
1921,27,1,1,1,1,1,1,2,train
1922,25,-2,1,-1,2,1,1,1,train
1923,26,1,1,1,1,1,-1,2,train
1924,24,-2,1,-1,2,1,1,1,train
1925,26,2,1,1,2,1,-1,2,train
1926,27,1,1,1,1,1,1,2,train
1927,25,-2,1,-1,2,1,1,1,train
1928,24,-1,1,-1,1,1,-1,2,train
1929,23,-1,1,-1,1,1,-1,1,train
1930,28,5,1,1,5,1,-1,1,train
1931,28,0,0,0,0,1,1,5,train
1932,27,-1,1,-1,1,0,0,0,train
1933,28,1,1,1,1,1,-1,1,train
1934,27,-1,1,-1,1,1,1,1,train
1935,28,1,1,1,1,1,-1,1,train
1936,27,-1,1,-1,1,1,1,1,train
1937,30,3,1,1,3,1,-1,1,train
1938,30,0,0,0,0,1,1,3,train
1939,31,1,1,1,1,0,0,0,train
1940,31,0,0,0,0,1,1,1,train
1941,31,0,0,0,0,0,0,0,train
1942,31,0,0,0,0,0,0,0,train
1943,32,1,1,1,1,0,0,0,train
1944,33,1,1,1,1,1,1,1,train
1945,31,-2,1,-1,2,1,1,1,train
1946,31,0,0,0,0,1,-1,2,train
1947,31,0,0,0,0,0,0,0,train
1948,31,0,0,0,0,0,0,0,train
1949,30,-1,1,-1,1,0,0,0,train
